abstract_en	authors	id	journal	journal_en	keywords_en	response_url	title	title_en
N/A	李琳;杨丰文;高树明;于春泉	684	天津中医药大学学报	Journal of Tianjin University of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/12.1391.R.20200218.1136.004.html	"张伯礼:防控疫情,中医从参与者变成主力军"	N/A
"Based on the report of epidemic data sets for Hubei province and mainland China, the big data from Baidu population migration trends and distributions, we formulated the COVID-19 transmission model on complex networks for Wuhan city and the 15 surrounding cities with severe epidemics, and analyzed the possible times for resumption of work in Wuhan and its surrounding areas and the impact of resumption of work on the risk of a secondary outbreak. Firstly, we estimated the actual cumulative number of cases in Wuhan on January 23 rd on the basis of the cumulative number of reported cases in other 15 cities, and obtained the control reproduction numbers for the 16 major cities in Hubei province in different periods. Our research results revealed that the early transmission risk in these areas is high and the current transmission risk is low(due to the control reproduction numbers being less than 1). By simulating the whole network model on the flow network structure and flow volume in the same period of last year, we investigated the impact of the resumption of work on February 17,February 24 and March 2 on disease infection for each city. Main conclusion showed that under strong prevention measures and self-protection the second outbreak will not be caused during a period by the resumption of work on March 2, 2020."	王霞;唐三一;陈勇;冯晓梅;肖燕妮;徐宗本	1046	中国科学:数学	Scientia Sinica Mathematica	novel coronavirus pneumonia; network modelling; controlling reproduction number; epidemic prediction;	http://new.oversea.cnki.net/kcms/detail/11.5836.o1.20200220.1907.002.html	新型冠状病毒肺炎疫情下武汉及周边地区何时复工?数据驱动的网络模型分析	When will be the resumption of work in Wuhan and its surrounding areas during COVID-19 epidemic? A data-driven network modeling analysis
"Initially reported “cluster of pneumonia cases of unknown etiology” were associated with exposure with Huanan Seafood Wholesale Market in Wuhan in December, 2019. Chinese scholars rapidly identified that it was a new coronavirus which caused the pneumonia cases. The virus was thoroughly sequenced and on January 7, 2020, Chinese researchers shared the full genetic sequence of 2019-nCoV through the National Institutes of Health GenBank database and the Global Initiative on Sharing All Influenza Data(GISAID). Soon later, the virus was named as 2019-nCoV by WHO. This review is for elucidation of the characteristics of the new virus and new disease, simultaneously, the management suggestion of 2019-nCoV infection is also mentioned here."	王凌航	418	中华实验和临床感染病杂志(电子版)	Chinese Journal of Experimental and Clinial Infectious Diseases	N/A	http://new.oversea.cnki.net/kcms/detail/11.9284.r.20200212.1113.002.html	新型冠状病毒感染的特征及应对	Characteristics and countermeasures of 2019-nCoV infection
"Since late December 2019, an outbreak of 2019 novel coronavirus diseases(COVID-19) in Wuhan, China has spread quickly nationwide. With the spread of COVID-19, the routine clinical diagnosis and treatment for lung cancer patients has been disturbed. Due to the systemic immunosuppressive of lung cancer patients caused by the malignancy and anticancer treatments, lung cancer patients are more susceptible to infection than healthy individuals. Furthermore, patients with cancer had poorer prognosis from infection. Lung cancer patients should be the priority group for COVID-19 prevention. The protection provisions and control measures aiming to protect lung cancer patients from COVID-19 have been increasingly concerned. During the COVID-19 outbreak period, it should be carefully differentiated for fever and respiratory symptoms for lung cancer patients receiving anti-tumor treatment, in order to evaluate the risk of COVID-19. Moreover, it is necessary to carry out meticulous and individualized clinical management for lung cancer patients to effectively protect the patients from COVID-19."	徐燕;刘洪生;胡克;王孟昭	1020	中国肺癌杂志	Chinese Journal of Lung Cancer	Lung neoplasms; Patient management; 2019 novel coronavirus disease;	http://new.oversea.cnki.net/kcms/detail/12.1395.R.20200223.0929.002.html	新型冠状病毒肺炎疫情期间肺癌患者临床管理	Clinical Management of Lung Cancer Patients during the Outbreak of 2019 Novel Coronavirus Disease(COVID-19)
N/A	刘国芳;全军承;黄海;刘双林	975	疑难病杂志	Chinese Journal of Difficult and Complicated Cases	N/A	http://new.oversea.cnki.net/kcms/detail/13.1316.R.20200224.1737.002.html	门诊筛查新型冠状病毒肺炎(COVID-19)1例	N/A
"In the fight of containing novel coronavirus pneumonia(COVID-19) outbreak, as a representative medicine,Xuebiing injection has been recognized and recommended by a number of respiratory and critical illness experts due to its outstanding clinical efficacy and solid evidence-based studies. The treatment of Xuebijing injection has been recommended in the National Standard Diagnosis and Treatment Guideline of COVID-19(Fourth and Fifth Trial Edition). In order to enlighten and convenient clinical and scientific researchers, we summarized current evidence and research prospects of Xuebijing injection in treating COVID-19."	李承羽;张晓雨;刘斯;商洪才	681	世界科学技术-中医药现代化	Modernization of Traditional Chinese Medicine and Materia Medica-World Science and Technology	Xuebijing injection; COVID-19; Traditional Chinese Medicine;	http://new.oversea.cnki.net/kcms/detail/11.5699.R.20200217.1242.002.html	血必净注射液治疗新型冠状病毒感染的肺炎(COVID-19)证据基础及研究前瞻	Current Evidence and Research Prospects of Xuebijing Injection in Treating Novel Coronavirus-infected Pneumonia(COVID-19)
"Elderly patients are the main group of critically ill patients with Corona Virus Disease 2019. They have the physical characteristics of five zang organs deficiency, Xv mix with Shi, and emotional fluctuation. In this epidemic, ""dampness"", ""poison"" and ""deficiency"" are mixed with each other. TCM differentiation and treatment should focus on the Wei Qi Ying Xue theory , San Jiao theory ,and Shao Yang should be also taken into account .Based on the clinical experience of hospitalized elderly patients, this article is divided into four phases and seven syndromes. At the initial stage, many toxic substances were trapped in the membrane and the middle energizer, or wet toxic substances invaded the Wei and overflowed the channels and collaterals, or toxic substances trapped in the Shao Yang.In the advanced stage, the heat of dampness and toxin, fumigation and burning of qi, or the heat of dampness and toxin, entering the Ying and injuring blood are common. During the critical illness period, many pathogenic factors are excessive and the body becomes weak, or even appears internal closure with external detachment. During the recovery period, the deficiency of both qi and yin can be seen, and the damp toxin remains. Treatment should ""attach importance to damp pathogen"", ""penetrate detoxification"" and ""give attention to body deficiency"". Elderly patients with Corona Virus Disease 2019 and normal patients have common in disease pathogenesis but obvious individual differences are needed. Clinically, we should follow special prescriptions for specific diseases as well as individualized syndrome differentiation and treatment."	张震;李浩	691	北京中医药	Beijing Journal Of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5635.R.20200219.1703.002.html	中医药治疗老年人新型冠状病毒疾病探讨	Discussion on Traditional Chinese Medicine Treatment of Elderly Patients with Corona Virus Disease 2019
N/A	王宪波;刘景院;王晓静;江宇泳;李玉鑫	672	北京中医药	Beijing Journal Of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5635.R.20200219.2120.004.html	新型冠状病毒肺炎诊治实践与体会	N/A
N/A	潘芳;庞博;梁腾霄;马晓晓;王振萍;耿嘉玮;姜晓晨;孔光一	482	北京中医药	Beijing Journal Of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5635.R.20200217.1519.002.html	新型冠状病毒肺炎中医防治思路探讨	N/A
N/A	宾松涛;李明;谭力;吴澄清;郝芮;胡晓琴;叶冬梅;王继	1059	解放军医药杂志	Medical&Pharmaceutical Journal of Chinese People’s Liberation Army	N/A	http://new.oversea.cnki.net/kcms/detail/13.1406.r.20200221.1321.002.html	在新型冠状病毒感染疫情背景下儿童医院呼吸内科的防控策略	N/A
N/A	杨华升;李丽;勾春燕;张佳莹;罗晓岚;金爱华;汪晓军;李秀惠	409	北京中医药	Beijing Journal Of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5635.r.20200212.2218.002.html	北京地区新型冠状病毒肺炎中医证候及病机特点初探	N/A
"ObjectiveTo investigate the relationship between clinical features and tongue picture of novel coronavirus pneumonia（NCP）cases. MethodsThe symptoms, signs, laboratory examinations and imaging examinations of 40 NCP patients were analyzed, together with tongue images. Results（1） Tongue manifestations: among the 40 cases, 40 cases（100%） had red tongue, among which 19 cases（47.5%） had dark red tongue. There were 5 cases （12.5%） with little moss, 27 cases （67.5%） with white moss, and 8 cases （20.0%） with yellow moss. （2） Clinical manifestations: among the 40 patients, 27 cases （67.5%） had fever, 18 cases （45.0%） had low fever （37.3～37.9 ℃）, 8 cases（20.0%） had moderate fever （38～38.9 ℃）, and 1 cases（2.5%） had high fever （≥39 ℃）. There were 25 cases of cough （62.5%）, 13 cases of fatigue （32.5%）, 6 cases of pharyngeal pain （15.0%）, 12 cases of muscle pain （30.0%）, and 2 cases of diarrhea （5.0%）. Symptoms of red tongue with little moss were more mild, with only cough, pharyngeal pain, fatigue and other symptoms, and pharyngeal pain symptoms were more common than those with thick and greasy tongue coating, the difference was statistically significant （P<0.05）. The patients with white greasy and yellow greasy coating on the tongue were mainly characterized by cough and fever, among which the patients with white greasy coating on the tongue were mainly characterized by low fever, while the patients with yellow greasy coating on the tongue were mostly medium and high fever above 38 ℃, the difference was statistically significant （P<0.05）. （3） Imaging findings: chest X-ray showed that among the 40 cases, 13 cases had bilateral pulmonary inflammation （32.5%）. There were 18 cases （45.0%） of unilateral pulmonary inflammation, including 7 cases （17.5%） of left pneumonia and 11 cases （27.5%） of right pulmonary inflammation. The remaining 9 cases （22.5%） showed no significant abnormality on chest X-ray examination. Most of the patients with red tongue with little moss showed no abnormality in the imaging examination, and the chest X-ray indicated that the pulmonary inflammation was mostly those with thick and greasy coating on the tongue, among which double pneumonia was more common in those with yellow greasy coating on the tongue, the difference was statistically significant （P<0.05）. （4） Laboratory examination: the white blood cell count of 40 cases was （5.17±1.55） ×10"	余思邈;崔延飞;王仲霞;景婧;王立福;孙永强;田淼;桑秀秀;许文涛;王丽苹;秦恩强;陈竹;肖小河;王睿林	503	北京中医药	Beijing Journal Of Traditional Chinese Medicine	novel corona virus; 2019-nCov infection; viral pneumonia; tongue manifestation; clinical features;	http://new.oversea.cnki.net/kcms/detail/11.5635.R.20200215.2008.002.html	新型冠状病毒肺炎患者40例临床特点与舌象关系研究	Analysis of the relationship between clinical features and tongue manifestations of 40 cases with novel coronavirus pneumonia
"The theory of five elements motions and six climate changes is the essence of the thought of “harmony between man and nature” in Chinese medicine.In the face of the sudden onset of Novel Coronavirus Pneumonia(NCP),this paper analyzed the causes,symptoms,prevention and treatment by using the theory of five elements motions and six climate changes,and showed the recommended prescriptions and the Longsha Kaihe six climate acupuncture method,as well as the state of clinical application,in order to provide Chinese medicine method for the prevention and treatment of pneumonia caused by Severe Acute Respiratory Syndrome Coronavirus 2."	顾植山	1045	世界中医药	World Chinese Medicine	Novel coronavirus pneumonia; Five elements motions and six climate changes; Mu Li; Latent dryness; San Yin Si Tianfang; Open and closed pivot; Longsha medical school; Six climate acupuncture method;	http://new.oversea.cnki.net/kcms/detail/11.5529.R.20200222.2028.004.html	五运六气看当前新型冠状病毒肺炎疫情	Discussion on the Novel Coronavirus Pneumonia Epidemic Situation Based on the Theory of Five Elements Motions and Six Climate Changes
N/A	马家驹;陈明;王玉光	188	北京中医药	Beijing Journal Of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5635.R.20200207.1616.002.html	新型冠状病毒（2019-nCoV）综合征中医证治述要	N/A
"Objective:To analyze the clinical effectiveness of Lianhuaqingwen Granules(LH-C) novel coronavirus pneumonia(NCP) patients.Methods:The clinical data of 54 ordinary NCP patients were retrospectively analyzed at the Puren affiliated Hospital of Wuhan University of Science and Technology.Results:After treatment with LH-C for three consecutive days,the rate of symptoms disappearance in fever,weakness,and cough was 47.5%,35.1%,and 20%,respectively.Five days later,the rate of symptoms disappearance in fever,weakness,and cough increased to 62.5%,59.5%,and 50.0%,respectively.By the seventh day,the rate of symptoms disappearance in fever,weakness,and cough reached 80.0%,75.7%,and 76.7%.The days of symptoms disappearance in fever,weakness,and cough was(3.6±2.14) d,(4.1±2.58) d,and(5.3±2.63) d.As regards the other symptom,the rate of symptoms disappearance in the chest stuffiness,the dyspnea,and the moist crackles was 84.6%,100%,and 89.5%,and the total efficiency was up to 81.6% without any observed side effects by the seventh day.Conclusion:LH-C could significantly relieve clinical symptoms in ordinary NCP patients by inhibiting fever,weakness,and cough,and reducing their duration.All these results provided preliminary clinical evidence for LH-C in the NCP treatment."	程德忠;李毅	641	世界中医药	World Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5529.R.20200218.1552.002.html	连花清瘟颗粒治疗54例新型冠状病毒肺炎患者临床分析及典型病例报道	Clinical Effectiveness and Case Analysis in 54 NCP Patients Treated with Lanhuaqingwen Granules
"Since December 2019,the number of pneumonia cases caused by the novel coronavirus(2019-nCoV) has been increasing in China.The center of the novel coronavirus is in Wuhan,Hubei Province,with the characteristics of population distribution and radiation transmission.In the early stage,the main symptoms of the patients in the origin of the epidemic were lack of body heat,dry cough with shortness of breath,and lack of strength in body.At the same time,the main signs of the patients were smooth and slow pulse,thick-greasy tongue coating,and inflammatory changes on chest X-ray examination in this new infectious diseases.The early symptoms of patients in the epidemic area are different due to different regions.Many researchers,including traditional Chinese medicine and modern western medicine,have issued relevant diagnosis and treatment methods and suggestions in the name of collective or individual.Modern Chinese medicine should follow the instructions "" Following the law of traditional Chinese medicine development,inheriting the essence and keeping the initiative and innovate"" and ""Emphasizing both western medicine and traditional Chinese medicine"" by chairman Xi Jinping in relevant work.In order to standardize the cognition,diagnosis and treatment of the novel coronavirus(2019-nCoV),the writer hereby discussed the suggestions for diagnosis and treatment of the novel coronavirus(2019-nCoV) according to the relevant data,the law of epidemic evolution and personal experience."	王金榜;梁保丽;孙树椿	305	世界中医药	World Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5529.R.20200210.0845.002.html	新型冠状病毒(2019-nCoV)感染性肺炎现代中医诊疗建议方案与探讨	Suggestions and Discussion on Diagnosis and Treatment of the Novel Coronavirus(2019-nCoV) Infectious Pneumonia in Modern Chinese Medicine
"Novel coronavirus pneumonia(NCP)is a disease of highly epidemic and infectious.The main clinical manifestations of NCP are fever,dry cough and fatigue.Severe cases can have dyspnea,and critical cases rapidly progress to respiratory distress syndrome,septic shock,and even death.Based on the relevant clinical reports and the first-line data,combined with the theory of TCM Febrile Disease,it is considered that NCP belongs to the category of ""Plague"" in TCM,and the pathogenesis is characterized by the intertwist of cold with heat,root deficiency and branch excess.The main pathogenic factors are ""Cold"", ""Heat"" and “Dampness”,mainly located in “Lung” and ""Liver"",involving ""Spleen"" and ""Kidney"".Its transmission speed is fast,and its clinical manifestations are as follows:the liver and kidney are deficient due to the injury of Yin and Yang,the lung heat and spleen cold,the wood fire punishes the gold,and the cold and heat are intertwisted.According to the characteristics of the pathogenesis of NCP,this paper proposed different stages of TCM treatment plan and medication strategy.At the same time,this paper analyzes the feasibility of Mahuang Shengma decoction as the main prescription in the treatment of NCP.We believe that Mahuang Shengma decoction has the functions of clearing upper jiao and warming the lower jiao,simultaneous treatment of exterior and interior,while the treatment refers to the lung,spleen,liver and kidney.In a word,it has the functions of warming,clearing,promoting and tonifying.It conforms to the characteristics of TCM Syndromes of NCP and provides reference for clinical prevention and treatment of epidemic situation."	杨涛;崔人匀;刘寰宇;郝力争;陈健;安炯俊;李忠	1064	世界中医药	World Chinese Medicine	SARS-CoV-2/2019-nCov; Novel Coronavirus Pneumonia; Plague; Mahuang Shengma Decoction; The lung heat and spleen cold; Intertwist of cold with heat; Five movements and six climates; Network pharmacology;	http://new.oversea.cnki.net/kcms/detail/11.5529.r.20200221.0916.014.html	基于中医经典理论探索新型冠状病毒肺炎治疗策略及麻黄升麻汤为主方的可行性分析	Exploration of Traditional Chinese Medicine treatment strategy for 2019-nCov Infected Pneumonia and Feasibility of Mahuang Shengma Decoction Based on TCM Classical Theory
"In the prevention and control of 2019-nCoV as during the outbreak of SARS in 2003, it is of vital importance to strengthen the supervision of medical wastewater and urban sewage to prevent the spread of the virus through sewage. The author participate in two outbreaks medical sewage pollution control related technical solution preparation work, by reviewing and summarizing technology during the SARS epidemic ""encounter"", after the SARS medical sewage pollution prevention management standard system construction and the cause of the urban sewage treatment development, analysis our country the sewage spread infectious disease prevention and control level 3 protection system construction. According to the new crown pneumonia outbreak of new changes of national epidemic prevention system, this paper puts forward three passes are now facing the impact of the sewage, urban sewage treatment the reach mark, emergency medical institutions sewage treatment and stable operation of the urban sewage treatment facilities should be the current building is an important part of public health emergency management system and the top priority."	王凯军;常丽春;杨美娟;刘敏	1042	给水排水	Water & Wastewater Engineering	N/A	http://new.oversea.cnki.net/kcms/detail/11.4972.TU.20200223.2333.003.html	从非典到新冠肺炎疫情 我国医疗污水疫情三级防护体系建设与思考	From SARS to 2019-nCoV: Construction and thinking of three-level protection system for medical sewage in China
"Huoshenshan hospital is a special medical facility for emergency treatment to cure the novel coronavirus infected pneumonia patients and solve the existing inadequate medical resources in Wuhan. In order to satisfy novel coronavirus infection patients with pneumonia, the construction period is short and the construction speed is fast. The application of equipment and materials is greatly restricted. Because the infection of novel coronavirus is fast and spread widely, the hospital drainage system for infectious diseases of pneumonia is very important in ensuring biosafety. This paper puts forward the measures and design methods to prevent not only the infection of the virus in the medical facilities, but also the infection of the medical facilities to the surrounding areas from the aspects of the selection of drainage system related instruments, the arrangement of pipes, drainage treatment technology and drainage ventilation collection."	李传志;张帆;喻阳光;李魏武	1048	给水排水	Water & Wastewater Engineering	N/A	http://new.oversea.cnki.net/kcms/detail/11.4972.tu.20200222.1730.004.html	火神山新型冠状病毒感染的肺炎传染病医院排水系统安全设计探讨	Safety design of Huoshenshan novel coronavirus infectious disease hospital drainage system
"Public health management in our country is greatly challenged by the outbreak of coronavirus disease(COVID-19)in Wuhan(Hubei).SARS-CoV-2,by binding to angiotenisn-converting enzyme-2(ACE2),activates the classic renin-angiotensin system(RAS),which acts on lungs and non-lung targeting organs,consequently inducing injuries in multiple organs.Clinical therapeutic efficacy of traditional Chinese medicine(TCM)was demonstrated in COVID-19 patients since TCM could regulate RAS.This paper provides direction evidences for future relevant research and treatment in clinic and drug research and development for anti-SARS-CoV-2 through evaluating the effects of RAS in SARS-CoV-2-induced injuries in multiple organs and the intervention and regulatory effects of TCM on COVID-19."	张岩;唐德志;舒冰;李文雄;张佳莉;李钺;赫明超;沙南南;施杞;王拥军	498	世界科学技术-中医药现代化	Modernization of Traditional Chinese Medicine and Materia Medica-World Science and Technology	SARS-CoV-2; renin-angiotensin system; multiple organs injuries; angiotenisn-converting enzyme-2; traditional Chinese medicine;	http://new.oversea.cnki.net/kcms/detail/11.5699.R.20200216.1533.002.html	基于肾素-血管紧张素系统评析新冠病毒致多脏器损伤作用及中药干预作用	Evaluation and Analysis on the SARS-CoV-2-induced Injuries in Multiple Organs and the Intervention of Traditional Chinese Medicine Based on Renin-angiotensin System
N/A	杨洋;蔡环红;耿岩	168	感染、炎症、修复	"Infection,Inflammation,Repair"	N/A	http://new.oversea.cnki.net/kcms/detail/11.5225.R.20200202.1841.002.html	自制防护面屏在新型冠状病毒肺炎防护中的应用	N/A
"In late December 2019, a series of novel coronavirus pneumonia(NCP) cases emerged in Wuhan,and the outbreak of NCP began to spread rapidly to the whole country and even overseas within a few days.The scientific and effective understanding of epidemic development is essential for the prevention and control. In this paper, based on the cumulative number of confirmed and cured cases reported daily by the National Health Committee, we propose a novel dynamic system with time-delay to describe the outbreak of NCP. The time-delay process is introduced to describe the latent period and treatment cycle. Numerical simulations show that the parameters in the model are identified accurately, and the trend of the outbreak of NCP is effectively simulated.Moreover, the prediction for the tendency of NCP is provided for reference. Finally, we would conclude that the situation would be better and better under the current effective and efficient measures of government."	严阅;陈瑜;刘可伋;罗心悦;许伯熹;江渝;程晋	301	中国科学:数学	Scientia Sinica Mathematica	novel coronavirus pneumonia; dynamic system with time delay; parameter identification; epidemic prediction;	http://new.oversea.cnki.net/kcms/detail/11.5836.O1.20200210.1444.002.html	基于一类时滞动力学系统对新型冠状病毒肺炎疫情的建模和预测	Modeling and prediction for the trend of outbreak of NCP based on a time-delay dynamic system
N/A	张晋;宋昌梅;杲春阳;付燕来;高峰	468	北京中医药	Beijing Journal Of Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.5635.R.20200218.1047.002.html	中药香囊辟瘟囊预防新型冠状病毒肺炎应用探讨	N/A
"Since December, 2019, lots of corona virus disease 2019(COVID-19) cases have emerged. The situation of prevention and control is grim. Rehabilitation hospitals are different from general hospitals in prevention and control of infection.Therefore, supported by the Committee of Rehabilitation Institution Management of Chinese Association of Rehabilitation Medicine and so on, experts in rehabilitation and infection control formulated this Consensus of Prevention and Control Strategies in Rehabilitation Hospital under Epidemic of Corona Virus Disease 2019, to guide the working procedures of preventing COVID-19 in rehabilitation hospitals."	席家宁;公维军;姜宏英;郄淑燕	500	中国康复理论与实践	Chinese Journal of Rehabilitation Theory and Practice	N/A	http://new.oversea.cnki.net/kcms/detail/11.3759.R.20200216.1224.002.html	2019冠状病毒病疫情下康复医院防控策略专家共识(第一版)	Consensus of Prevention and Control Strategies in Rehabilitation Hospital under Epidemic of Corona Virus Disease 2019(First Edition)
"The outbreak of novel coronavirus pneumonia, as a public health emergency, can cause adverse effects on public mental health. Anxiety, depression, insomnia, and acute stress disorder are the common psychological responses. Perinatal women, as a special susceptible population, maternal psychological protection is of great significance. Clinical experts from Peking Union Medical College Hospital as well as psychologist from the Center for Maternal and Child Health, Chinese Center for Disease Control and Prevention offer an expert proposal for the maternal, maternal families, maternal health and mental health staff, based on maternal mental health work and related researches."	马良坤;段艳平;郑睿敏;曾学军;刘俊涛;魏镜	663	协和医学杂志	Medical Journal of Peking Union Medical College Hospital	novel coronavirus pneumonia; public health emergency; maternal; psychological protection; expert proposal;	http://new.oversea.cnki.net/kcms/detail/11.5882.r.20200219.0953.002.html	新型冠状病毒肺炎疫情防控期间孕产妇心理调整专家建议	Expert Proposal on Maternal Psychological Adjustment during the Outbreak of Novel Coronavirus Pneumonia
"Since December 2019, China has been experiencing an outbreak of a new infectious disease caused by 2019 novel coronavirus (2019-nCoV). The clinical features include fever, coughing, shortness of breath, and inflammatory lung infiltration. China rapidly listed 2019-nCoV-related pneumonia as a statutory infectious disease. To standardize the diagnosis and treatment of this new infectious disease, an operational recommendation for the diagnosis and management of 2019-nCoV infection is developed by Peking Union Medical College Hospital."	李太生;曹玮;翁利;范洪伟;施举红	182	协和医学杂志	Medical Journal of Peking Union Medical College Hospital	N/A	http://new.oversea.cnki.net/kcms/detail/11.5882.r.20200130.1430.002.html	北京协和医院关于“新型冠状病毒感染的肺炎”诊疗建议方案（V2.0）	Diagnosis and Clinical Management of 2019 Novel Coronavirus (2019-nCoV) Infection: An Operational Recommendation of Peking Union Medical College Hospital（V2.0）
"Objective: The aim of this investigate is to study and reveal the clinical medication regulation of the prevention and treatment of new coronavirus pneumonia by traditional Chinese medicine（TCM），especially prescription，On the basis of ""taking measures according to the time conditions"". Method：Search and screen out the guidelines and recommendations on novel coronavirus pneumonia formulated and published by national，provincial and municipal governments and experts before February 17，2020. Data were recorded in stages according to ""prevention period，clinical observation period，pre-clinical period，middle clinical period，late clinical period and recovery period"". The frequency analysis of TCM and its efficacy，prescription and proprietary Chinese medicine was carried out，and then the factor analysis and cluster analysis of TCM were carried out to obtain reasonable drug combinations. Result：172 suggestions on combined structure of drugs，50 suggestions on prescriptions and 31 suggestions on proprietary Chinese medicine were involved in the research，which were provided by 24 official agencies and 24 medical experts, collecting 131 kinds of herbs, 44 prescriptions and 16 proprietary Chinese medicine. No matter the drug category or specific drug selection，the law of drug use in different stages is not the same. Huoxiang zhengqi capsule，Shufeng jiedu capsule，Lianhua qingwen capsule and Jinhua qinggan capsule can be selected in the observation period. Xuanbai chengqi tang can be used in the middle of the disease. Angong niuhuang wan, suhexiang wan or Zixue dan Angong niuhuang wan can be selected in the middle of the disease. And the Qingfei paidu decoction can be used in all stages of the disease. Conclusion: Doctors need to change their prescriptions as the disease progresses，because the pattern of drug use in each stage of the new coronavirus pneumonia is various."	许禄华;李彦荣;郑丹如;邵宗钫;闻思齐;林丰夏;曾志聪;宋银枝	967	中国实验方剂学杂志	Chinese Journal of Experimental Traditional Medical Formulae	novel coronavirus pneumonia; appropriate measures in different time; compatibility pattern of herbs; literature research;	http://new.oversea.cnki.net/kcms/detail/11.3495.R.20200225.1145.003.html	基于“因时制宜”探讨新型冠状病毒肺炎不同阶段的处方用药规律	To Explore Prescription Law of New Coronavirus Pneumonia in Different Stages Based on “Appropriate Measures in Different Time”
"Traditional Chinese Medicine (TCM) practitioners have deepened their understanding of the disease theory with the gradually increasing degree of clinical intervention of novel coronavirus pneumonia (NCP). Especially, “Dampness Toxin” has reached consensus as the core of TCM pathogenesis. However, the pathogenesis and transmission laws of NCP still need to be quickly improved to promote optimization to form a more effective common regimen for diagnosis and treatment of TCM on NCP. The author’s team based on first-line clinical and academic data verified the cause and proposed that “cold-dampness and retained fluid blocking lung with fire deficiency of Mingmen” be important pathogenesis for severe patients with NCP. And the treatment principle should follow “ruling water with fire, and treating tri-jiao simultaneously”. The prescription should refer to Shegan Mahuang Decoction, Zhenwu Decoction, Fuzi Lizhong Decoction and other formulas to warm tri-jiao, which aims to consolidate the essence of human body. “Detoxification, dredging six-Fu organs and diuresis” also need to be considered to alleviate the symptoms at the same time. This regimen reflects the consideration of both the symptoms and causes, the combination of cold and warm medicinal herbs, tonification and purgation in combination, flexibility in syndrome differentiation and prescription and careful grasp of the balance of the property of herbs, which can provide a reference for clinical diagnosis and treatment on NCP."	鹿振辉;邱磊;张少言;江峰;张惠勇;肖臻;张洪春;郑培永	647	中国中医药信息杂志	Chinese Journal of Information on Traditional Chinese Medicine	new coronavirus pneumonia; severe patient; cold-dampness and retained fluid; fire of Mingmen; ruling water with fire; treating tri-jiao simultaneously;	http://new.oversea.cnki.net/kcms/detail/11.3519.R.20200219.2120.002.html	试论新型冠状病毒肺炎重症“寒湿水饮闭肺，命门之火不振”之变	Discussion on the Change of Cold-dampness and Retained Fluid Blocking Lung with Fire Deficiency of Mingmen (the gate of life) in Severe Patients with Novel Coronavirus Pneumonia
N/A	董国菊	1053	中国中医基础医学杂志	Chinese Journal of Basic Medicine in Traditional Chinese Medicine	N/A	http://new.oversea.cnki.net/kcms/detail/11.3554.R.20200223.1425.002.html	新型冠状病毒肺炎中医诊治思路之我见	N/A
N/A	陈辉;罗青清;王泽华;汪宏波	676	中国妇产科临床杂志	Chinese Journal of Clinical Obstetrics and Gynecology	N/A	http://new.oversea.cnki.net/kcms/detail/11.4967.R.20200217.1020.001.html	新型冠状病毒感染患者的妇科急诊处理流程	N/A
"Objective To explore measures for effective prevention and treatment of 2019 novel coronavirus pneumonia(2019 NCP)in outpatient and emergency departments of primary non-designatedThrough standardized management of the system,scheduling of outpatient and emergency personnel,screening body temperature,screening of contact history and epidemiological history,and strengthening of training for outpatient and emergency personnel in the hospital,cross-infection in hospitals were cut and full coverage of new corona virus knowledge among hospital personnel wasFrom January 25 to January 31,2020,the total number of outpatient and emergency outpatient visits in the hospital was 6,335.Among them,176 cases of fever patients were initially screened,accounting for 2.78%.Nine suspected cases were identified and sent to a fever clinic for further confirmation.One confirmed case was found and there was no missed diagnosis,""zero infection""at the sameThe outpatient emergency management system and work flow for the""closed-down""screening of fever patients have ensured the implementation of various preventive measures,avoided the occurrence and spreading of cross-infection in the hospital,and provided a theoretical basis for the 2019NCP defense treatment."	李肖肖;路海云;李燕如;温春良;余宏财	411	护理管理杂志	Journal of Nursing Administration	N/A	http://new.oversea.cnki.net/kcms/detail/11.4716.C.20200212.1425.002.html	基层非定点救治医院门急诊应对新型冠状病毒肺炎疫情的防控策略	Prevention and treatment strategies for outpatient and emergency management of primary non-designated hospitals under 2019 novel coronavirus pneumonia
